dataset,sample,cell_group,n_cells,PARK7_cutoff_log2CPM,UPR_ER_stress_score_high_mean,UPR_ER_stress_score_low_mean,UPR_ER_stress_score_delta_high_minus_low,UPR_ER_stress_score_mannwhitney_p,NRF2_redox_score_high_mean,NRF2_redox_score_low_mean,NRF2_redox_score_delta_high_minus_low,NRF2_redox_score_mannwhitney_p,Ribosome_translation_score_high_mean,Ribosome_translation_score_low_mean,Ribosome_translation_score_delta_high_minus_low,Ribosome_translation_score_mannwhitney_p,Apoptosis_DDR_score_high_mean,Apoptosis_DDR_score_low_mean,Apoptosis_DDR_score_delta_high_minus_low,Apoptosis_DDR_score_mannwhitney_p,UPR_ER_stress_score_mannwhitney_fdr,NRF2_redox_score_mannwhitney_fdr,Ribosome_translation_score_mannwhitney_fdr,Apoptosis_DDR_score_mannwhitney_fdr
GSE148071,GSM4453603_P28,Plasma cells,192,8.016796790734402,6.086836398873491,5.781858849382779,0.30497754949071165,0.5726781563931335,3.3988042624077317,2.071045253380397,1.3277590090273348,0.0002586715581768312,8.062198536397151,8.080378621605787,-0.018180085208635788,0.8284587926965226,1.7264484321910087,1.1933241381357889,0.5331242940552199,0.15559708351626764,0.80334599478127,0.0008277489861658598,1.0,0.5931812970639164
GSE148071,GSM4453603_P28,B-lineage combined,232,8.016796790734402,5.810259505635983,5.32958888143462,0.4806706242013634,0.3747038275753264,3.3076623148143853,2.1290797570145887,1.1785825577997966,0.0006252132306736254,7.928352692224277,7.776652334729971,0.1517003574943061,0.7210030398143756,1.608212720415186,1.1254084511629503,0.48280426925223563,0.17991091506360235,0.7849039587552451,0.0017653079454314129,1.0,0.5931812970639164
GSE148071,GSM4453604_P29,B cells,124,8.805200383851442,5.2758908287865784,5.991516027362994,-0.7156251985764159,0.04588030297123755,4.985483926568154,4.231699580934528,0.7537843456336262,0.004568409103367023,10.370604484076475,10.22587153582405,0.14473294825242533,0.7427118166562368,1.4660001001808443,1.1406457708544415,0.32535432932640274,0.19309604972167171,0.6292155836055435,0.010199238928447306,1.0,0.5931812970639164
GSE148071,GSM4453604_P29,B-lineage combined,124,8.805200383851442,5.2758908287865784,5.991516027362994,-0.7156251985764159,0.04588030297123755,4.985483926568154,4.231699580934528,0.7537843456336262,0.004568409103367023,10.370604484076475,10.22587153582405,0.14473294825242533,0.7427118166562368,1.4660001001808443,1.1406457708544415,0.32535432932640274,0.19309604972167171,0.6292155836055435,0.010199238928447306,1.0,0.5931812970639164
GSE148071,GSM4453605_P30,Plasma cells,34,7.288652682428179,6.967128283995581,7.031665288125342,-0.06453700412976104,0.9282127187650455,5.983579532101412,5.348262938467522,0.6353165936338891,0.20078045116799403,10.874584788911568,10.888241673952775,-0.013656885041207545,0.9856238960972357,2.868796995967397,3.173801142205814,-0.30500414623841676,0.330510163550803,0.9699063929463468,0.23541793716830753,1.0,0.7261521618059471
GSE148071,GSM4453605_P30,B-lineage combined,41,7.288652682428179,7.072392670303992,6.741700775088893,0.33069189521509834,0.5072462396300886,5.812560670603627,5.125566230350785,0.6869944402528425,0.14759943264843695,10.682150794594543,10.915082946783608,-0.23293215218906482,0.7148135321309732,2.748911619299306,3.016192590537776,-0.26728097123847006,0.3574137003975427,0.7999999999999998,0.17936133587658162,1.0,0.7261521618059471
GSE148071,GSM4453607_P32,B cells,87,9.455629206236624,3.065832915584045,3.09004544315006,-0.02421252756601522,0.930999741823018,4.012226445658655,1.4475283739334441,2.5646980717252106,6.921476464788961e-05,6.019202895759263,7.296101352793712,-1.2768984570344486,0.36904073855957087,0.9875056724371405,0.6991130092076059,0.2883926632295346,0.32178535104686634,0.9699063929463468,0.00027685905859155843,0.7872869089270845,0.7261521618059471
GSE148071,GSM4453607_P32,Plasma cells,44,9.455629206236624,3.2859326782774234,4.919348961066595,-1.6334162827891712,0.15239666742786423,2.762985288212238,2.1586959652869204,0.6042893229253177,0.3562848108713482,5.894773658635381,6.4278328034347485,-0.5330591447993678,0.8542345269982017,0.3960497942453338,0.9229305296172043,-0.5268807353718705,0.4754849377516508,0.7849039587552451,0.39771327725173755,1.0,0.7697992980225805
GSE148071,GSM4453607_P32,B-lineage combined,131,9.455629206236624,3.128718562067867,3.7154483552582778,-0.5867297931904107,0.4674879674898029,3.6553004006739647,1.69066259319959,1.9646378074743747,7.617315711658273e-05,5.983651685152439,6.999257404294919,-1.0156057191424805,0.3614478119467226,0.8185182786680529,0.7756318196040498,0.042886459064003124,0.6673606252708761,0.7970665321707213,0.0002925049233276777,0.7872869089270845,0.865765135486542
GSE148071,GSM4453608_P33,B cells,40,9.032330756143804,3.2309473084920177,3.5993860455966336,-0.36843873710461583,0.4341208674326734,3.53653762792567,3.0529361510667763,0.4836014768588939,0.056954829805611805,7.554810449372191,7.616867820868115,-0.06205737149592405,0.7342995544245301,0.878948395287865,1.2853707249139712,-0.40642232962610625,0.8787808068152271,0.7970665321707213,0.08284338880816262,1.0,0.9373661939362422
GSE148071,GSM4453608_P33,Plasma cells,15,9.032330756143804,6.2304019136900735,4.769510256706928,1.4608916569831454,0.4761904761904762,3.8193836627209414,3.6186090404314117,0.2007746222895297,0.9333333333333333,9.04509991457824,8.847724165213723,0.1973757493645163,0.9333333333333333,3.704589507880928,1.614292870614212,2.090296637266716,0.07427255356605907,0.7970665321707213,0.9431578947368421,1.0,0.5931812970639164
GSE148071,GSM4453608_P33,B-lineage combined,55,9.032330756143804,3.6594408235203106,3.970401039363312,-0.3109602158430014,0.40062806228132297,3.576944204324995,3.232295847694586,0.3446483566304086,0.16126388327176921,7.767708944401626,8.007139344685015,-0.23943040028338913,0.5174572219615992,1.2826114113725884,1.389663112575023,-0.10705170120243457,0.9216610462236574,0.7849039587552451,0.19351665992612305,0.9327656420672797,0.9412708557177778
GSE148071,GSM4453609_P34,Plasma cells,26,8.306321296618288,5.774188352103024,5.929791296984335,-0.155602944881311,0.7046153846153846,1.6242091983611182,0.9694833473860216,0.6547258509750966,0.2565789685915951,8.22652591161099,7.537528078048407,0.688997833562583,0.7623076923076924,1.101692928645449,1.4031767188988111,-0.301483790253362,0.8057505038750687,0.8836542102951311,0.29676603596136303,1.0,0.920922516601081
GSE148071,GSM4453609_P34,B-lineage combined,29,8.306321296618288,5.155106895086634,5.747402073021328,-0.5922951779346937,0.44759378552482004,2.0343928241956997,1.019672948658747,1.0147198755369526,0.03902942648152575,6.665910474289457,7.46234208784811,-0.7964316135586529,0.9776935707970194,1.2744806321089182,1.3447110222780274,-0.07023039016910926,0.47929708411703353,0.7970665321707213,0.06350550749536393,1.0,0.7697992980225805
GSE148071,GSM4453610_P35,B cells,117,8.447384875307854,4.004777268273104,3.858721624519707,0.14605564375339686,0.723923522000234,2.738538074453985,1.9681703290600052,0.7703677453939797,0.003667499501593225,8.752186486448146,8.637598579154304,0.11458790729384205,0.8023313828097274,1.2052017794638679,0.8370134706241322,0.36818830883973563,0.16680964085061845,0.8836542102951311,0.008587315906169504,1.0,0.5931812970639164
GSE148071,GSM4453610_P35,Plasma cells,190,8.447384875307854,5.18650707565112,5.56816844943663,-0.38166137378551035,0.22191786564984506,3.4639838038744957,2.830734416066263,0.6332493878082328,0.04139809342718032,8.891001248251285,9.148020391147979,-0.25701914289669325,0.16865195376003417,1.279342409653115,1.0423377987633382,0.23700461088977676,0.08763507001527063,0.7849039587552451,0.06515109785261165,0.4779080020444919,0.5931812970639164
GSE148071,GSM4453610_P35,B-lineage combined,307,8.447384875307854,4.692329156202132,4.930517649666032,-0.23818849346390003,0.3995065905551577,3.160615589753191,2.508984320119484,0.651631269633707,0.001595052513472291,8.832951438769973,8.957624953340812,-0.12467351457083886,0.14350908331081882,1.24833814611943,0.9657485652510948,0.2825895808683353,0.03195518175050587,0.7849039587552451,0.004253473369259442,0.47506455164960715,0.4382424925783662
GSE148071,GSM4453612_P37,B cells,92,8.005448655433481,3.9203391622262864,2.6034472697184547,1.3168918925078317,0.3550277778195001,3.7809378176041277,2.675376997503902,1.1055608201002256,0.05583090575964287,9.554760943538161,5.303328665237627,4.251432278300534,0.0024323958475663482,0.836623465801026,0.6324224661558543,0.2042009996451717,0.6017694318460934,0.7849039587552451,0.08245795312193407,0.02594555570737438,0.8568229119281334
GSE148071,GSM4453612_P37,Plasma cells,43,8.005448655433481,6.499853338466269,4.584317238921609,1.91553609954466,0.16008551856538247,2.805748074156309,1.896941267659074,0.908806806497235,0.09175429077797016,7.419136674185337,6.254677160195839,1.164459513989498,0.4268697836480026,1.4556908647197278,0.626529209738822,0.8291616549809058,0.14347333680040797,0.7849039587552451,0.12066317691349501,0.8470588235294119,0.5931812970639164
GSE148071,GSM4453612_P37,B-lineage combined,135,8.005448655433481,5.210096250346277,3.205631740356213,2.004464509990064,0.04132586421463937,3.293342945880218,2.438732535631075,0.8546104102491432,0.029824203142106803,8.48694880886175,5.592538607704925,2.894410201156826,0.0031437920596134447,1.1461571652603768,0.6306309162050765,0.5155262490553003,0.13421668718248278,0.6292155836055435,0.0511272053864688,0.030180403772289068,0.5931812970639164
GSE148071,GSM4453613_P38,B cells,56,8.44351427649328,4.171114394776354,3.5129370859689852,0.6581773088073688,0.4661595595738013,3.6930128408945073,2.1622414232413707,1.5307714176531366,0.07147099034005773,6.464617689340799,7.9444438694693,-1.4798261801285006,0.06465922781128108,1.4765400506161281,0.7097222342947659,0.7668178163213623,0.1459968503819845,0.7970665321707213,0.0980173581806506,0.37443276253996777,0.5931812970639164
GSE148071,GSM4453613_P38,Plasma cells,35,8.44351427649328,5.33383642498064,6.138568940478186,-0.8047325154975464,0.168325670276542,3.5750409344127596,2.9792783268460004,0.5957626075667593,0.39573259984948894,9.23965681847998,8.42832817705466,0.8113286414253214,0.168325670276542,1.11056012134679,1.8044674583939098,-0.6939073370471198,0.25578997220921507,0.7849039587552451,0.431708290744897,0.4779080020444919,0.6636712792455309
GSE148071,GSM4453613_P38,B-lineage combined,91,8.44351427649328,4.868747612898926,4.411179562511609,0.4575680503873176,0.3276721236016418,3.6222296970054586,2.4417540481587445,1.180475648846714,0.019667023273829607,8.129641166824308,8.109983237853765,0.019657928970543637,1.0,1.256952093054525,1.0842403372760518,0.1727117557784732,0.5284725973851501,0.7849039587552451,0.03496359693125264,1.0,0.7906721440458249
GSE148071,GSM4453614_P39,B cells,96,7.820645839838757,4.152122098837123,4.460568644918626,-0.30844654608150357,0.3442417353328998,3.312158100246108,2.479039688393736,0.833118411852372,0.015909034908575266,9.29955589610701,9.276820667488787,0.022735228618223857,0.8994156514217216,0.9797484423172164,1.1106313489141182,-0.13088290659690183,0.7541413298192483,0.7849039587552451,0.029370525985062033,1.0,0.920922516601081
GSE148071,GSM4453614_P39,Plasma cells,616,7.820645839838757,6.016296656715483,6.155898954964375,-0.13960229824889137,0.2652193880622077,3.5332938677118197,3.034195585047951,0.4990982826638688,0.009777162273911998,9.282178750886944,9.175419362219806,0.10675938866713786,0.06630580169978596,1.3459029106176923,1.8640114118094275,-0.5181085011917352,0.003228885110941427,0.7849039587552451,0.019860090771813124,0.37443276253996777,0.1549864853251885
GSE148071,GSM4453614_P39,B-lineage combined,712,7.820645839838757,5.690805860895453,5.9418128748562085,-0.25100701396075564,0.060514667197813704,3.4946828606939975,2.964090574207657,0.5305922864863404,0.002226850019450237,9.28521285560791,9.188224305205992,0.09698855040191745,0.11552085844720215,1.2819711780572918,1.7688746803175286,-0.4869035022602368,0.0023690675911983363,0.6454897834433462,0.005625726364926914,0.44245371752819623,0.1549864853251885
GSE148071,GSM4453615_P40,B cells,147,9.558443765959767,2.732237658229906,2.219555452940243,0.5126822052896634,0.1747208554347952,3.809345699130098,2.069301069357061,1.740044629773037,0.0014426811954409307,6.245452447700271,7.3968236778303185,-1.1513712301300476,0.16986603384546495,0.6747655881507058,1.0066976691423195,-0.33193208099161375,0.43914974024092945,0.7849039587552451,0.003957068421780839,0.4779080020444919,0.7665159102387132
GSE148071,GSM4453615_P40,Plasma cells,64,9.558443765959767,5.650190277783127,4.129371070409311,1.5208192073738163,0.3910186491255675,5.220949212702137,1.614924156282533,3.606025056419604,0.08221436804228165,3.5794068195038133,6.8403131267524895,-3.260906307248676,0.10215053763440858,0.9178560080882731,0.9062864276153786,0.01156958047289447,0.9170260589193009,0.7849039587552451,0.11094990559467079,0.44245371752819623,0.9412708557177778
GSE148071,GSM4453615_P40,B-lineage combined,211,9.558443765959767,3.2185630948221093,2.823175933072954,0.39538716174915534,0.2723542944087972,4.044612951392104,1.9256897134112256,2.1189232379808782,0.00010735132673133778,5.801111509667527,7.22093174199743,-1.4198202323299025,0.0753887292998729,0.7152806581403003,0.9749614736338046,-0.2596808154935043,0.48131162140108485,0.7849039587552451,0.00039637412946955493,0.4020732229326555,0.7697992980225805
GSE148071,GSM4453616_P41,B cells,10,8.563067138465183,2.7739664567010096,3.075024509566734,-0.3010580528657245,0.5166666666666666,3.9303228184125127,2.889115870531445,1.0412069478810677,0.5166666666666666,8.738132416599855,6.260006644155432,2.4781257724444234,0.03333333333333333,2.205360160654386,1.1487812287905184,1.0565789318638676,0.4657589694018267,0.7999999999999998,0.545054945054945,0.22857142857142856,0.7697992980225805
GSE148071,GSM4453616_P41,Plasma cells,11,8.563067138465183,3.9790302616499056,6.4577609927939195,-2.478730731144014,0.36363636363636365,6.319458186143211,2.4448224165770105,3.8746357695662006,0.36363636363636365,10.875558316022092,9.138502342993613,1.737055973028479,0.36363636363636365,1.903861236187751,1.7380083105648214,0.16585292562292953,0.8732188794126353,0.7849039587552451,0.4012539184952978,0.7872869089270845,0.9373661939362422
GSE148071,GSM4453616_P41,B-lineage combined,21,8.563067138465183,3.0752324079382336,5.0648694997003725,-1.9896370917621389,0.09857978279030911,4.527606660345187,2.6277667799700133,1.8998398803751737,0.09857978279030911,9.272488891455415,7.953239408177891,1.319249483277524,0.3167919799498747,2.129985429537727,1.4953853945401083,0.6346000349976189,0.35700074813013727,0.7157298723023127,0.12788728578202263,0.7603007518796991,0.7261521618059471
GSE148071,GSM4453617_P42,B cells,93,8.411514943777167,3.830717833295724,3.3217945285094657,0.5089233047862582,0.3720229399561068,5.066240175740262,3.1007682007592847,1.9654719749809773,0.00013399157171740538,8.959320712396392,8.516648150281295,0.44267256211509753,0.5417208319243203,1.4421444176719536,1.1678038382636808,0.2743405794082727,0.527293649473659,0.7849039587552451,0.00047641447721744133,0.9455490884497227,0.7906721440458249
GSE148071,GSM4453617_P42,Plasma cells,143,8.411514943777167,5.723721656653048,5.459360100830091,0.2643615558229566,0.5713618843312482,4.8191071164339006,2.528552928110604,2.2905541883232967,3.2108511481530535e-05,9.504448188564327,8.12573582113055,1.378712367433776,4.029333677504493e-05,1.6487728279780867,0.910377532399412,0.7383952955786747,0.00683452959837823,0.80334599478127,0.0001340181348794318,0.0009670400826010784,0.2143055250166348
GSE148071,GSM4453617_P42,B-lineage combined,236,8.411514943777167,4.796536110518848,4.6706326971395935,0.12590341337925448,0.7455832399365169,4.940151880175792,2.739691183793807,2.200460696381985,4.317653641298238e-08,9.23744697574738,8.269976199266386,0.9674707764809938,0.0004180736460935241,1.5475670759914093,1.0053637094295433,0.542203366561866,0.008929396875693116,0.8836542102951311,4.6054972173847876e-07,0.005016883753122289,0.2143055250166348
