sample,cell_group,threshold_method,score,n_high,n_low,lower_cutoff,upper_cutoff,mean_high,mean_low,delta_high_minus_low,mannwhitney_p,mannwhitney_fdr
GSM4453608_P33,B-lineage combined,within_sample_positive_median,Ribosome_translation_score,14,41,,9.032330756143804,7.767708944401626,8.007139344685015,-0.23943040028338913,0.5174572219615992,0.6899429626154655
GSM4453608_P33,B-lineage combined,within_sample_positive_median,Apoptosis_DDR_score,14,41,,9.032330756143804,1.2826114113725886,1.389663112575023,-0.10705170120243435,0.9216610462236574,0.9216610462236574
GSM4453608_P33,B-lineage combined,within_sample_positive_quartiles,UPR_ER_stress_score,7,7,8.307620114351955,9.661737392262243,4.769652723749203,5.5911893806728346,-0.821536656923632,0.25932400932400934,0.3457653457653458
GSM4453608_P33,B-lineage combined,within_sample_positive_quartiles,NRF2_redox_score,7,7,8.307620114351955,9.661737392262243,3.73339824941253,5.45061663783123,-1.7172183884186998,0.011072261072261072,0.04428904428904429
GSM4453608_P33,B-lineage combined,within_sample_positive_quartiles,Ribosome_translation_score,7,7,8.307620114351955,9.661737392262243,7.879041437754251,8.98486162888926,-1.1058201911350087,0.25932400932400934,0.3457653457653458
GSM4453608_P33,B-lineage combined,within_sample_positive_quartiles,Apoptosis_DDR_score,7,7,8.307620114351955,9.661737392262243,1.9023850287395923,1.6943247107385335,0.20806031800105873,0.5648708373596065,0.5648708373596065
GSM4453608_P33,B-lineage combined,detected_vs_undetected,UPR_ER_stress_score,28,27,0.0,0.0,4.192554500577382,3.5787810417412382,0.6137734588361434,0.3767505103664388,0.3767505103664388
GSM4453608_P33,B-lineage combined,detected_vs_undetected,NRF2_redox_score,28,27,0.0,0.0,4.1864734281678135,2.4214849121233044,1.7649885160445091,3.511720689949787e-06,1.4046882759799148e-05
GSM4453608_P33,B-lineage combined,detected_vs_undetected,Ribosome_translation_score,28,27,0.0,0.0,8.314796446485667,7.5639384389670274,0.75085800751864,0.19776528544679628,0.3767505103664388
GSM4453608_P33,B-lineage combined,detected_vs_undetected,Apoptosis_DDR_score,28,27,0.0,0.0,1.2446708048739512,1.4845172162341316,-0.23984641136018037,0.3078631198841849,0.3767505103664388
GSM4453609_P34,Plasma cells,within_sample_positive_median,UPR_ER_stress_score,4,22,,8.066211367177019,6.404852422440689,5.822197963508455,0.5826544589322333,0.757859531772575,0.757859531772575
GSM4453609_P34,Plasma cells,within_sample_positive_median,NRF2_redox_score,4,22,,8.066211367177019,1.6662797525028952,0.9320738897704668,0.7342058627324284,0.1228845726500648,0.4915382906002592
GSM4453609_P34,Plasma cells,within_sample_positive_median,Ribosome_translation_score,4,22,,8.066211367177019,8.376121521113504,7.479010792976923,0.8971107281365809,0.4706354515050167,0.6275139353400222
GSM4453609_P34,Plasma cells,within_sample_positive_median,Apoptosis_DDR_score,4,22,,8.066211367177019,1.2698814159818084,1.386300802576444,-0.11641938659463569,0.403877157194773,0.6275139353400222
GSM4453609_P34,Plasma cells,detected_vs_undetected,UPR_ER_stress_score,7,19,0.0,0.0,7.087771435655958,5.478598149334584,1.609173286321374,0.1353146853146853,0.1804195804195804
GSM4453609_P34,Plasma cells,detected_vs_undetected,NRF2_redox_score,7,19,0.0,0.0,1.53730728527633,0.8636628204225021,0.673644464853828,0.11503572826882895,0.1804195804195804
GSM4453609_P34,Plasma cells,detected_vs_undetected,Ribosome_translation_score,7,19,0.0,0.0,8.54106642934228,7.276592553923704,1.2644738754185756,0.12036485253876557,0.1804195804195804
GSM4453609_P34,Plasma cells,detected_vs_undetected,Apoptosis_DDR_score,7,19,0.0,0.0,1.0983254435285292,1.4678876429425947,-0.36956219941406543,0.7453870527864725,0.7453870527864725
GSM4453609_P34,B-lineage combined,within_sample_positive_median,UPR_ER_stress_score,5,24,,8.306321296618288,5.155106895086634,5.747402073021328,-0.5922951779346937,0.44759378552482004,0.6390627788227113
GSM4453609_P34,B-lineage combined,within_sample_positive_median,NRF2_redox_score,5,24,,8.306321296618288,2.0343928241956997,1.019672948658747,1.0147198755369526,0.03902942648152575,0.156117705926103
GSM4453609_P34,B-lineage combined,within_sample_positive_median,Ribosome_translation_score,5,24,,8.306321296618288,6.665910474289457,7.46234208784811,-0.7964316135586529,0.9776935707970194,0.9776935707970194
GSM4453609_P34,B-lineage combined,within_sample_positive_median,Apoptosis_DDR_score,5,24,,8.306321296618288,1.2744806321089182,1.3447110222780274,-0.07023039016910926,0.47929708411703353,0.6390627788227113
GSM4453609_P34,B-lineage combined,detected_vs_undetected,UPR_ER_stress_score,9,20,0.0,0.0,6.451929940968423,5.282290737961462,1.1696392030069607,0.2679479306138439,0.3572639074851252
GSM4453609_P34,B-lineage combined,detected_vs_undetected,NRF2_redox_score,9,20,0.0,0.0,1.7844986136477172,0.9291813682979486,0.8553172453497686,0.04365057157659626,0.17460228630638505
GSM4453609_P34,B-lineage combined,detected_vs_undetected,Ribosome_translation_score,9,20,0.0,0.0,7.604159960223364,7.199416141889581,0.4047438183337828,0.22933194239164756,0.3572639074851252
GSM4453609_P34,B-lineage combined,detected_vs_undetected,Apoptosis_DDR_score,9,20,0.0,0.0,1.1950669421453277,1.394493260795465,-0.19942631865013727,0.4702813455723649,0.4702813455723649
GSM4453610_P35,B cells,within_sample_positive_median,UPR_ER_stress_score,17,100,,8.786363193472626,3.9827828643995247,3.87122401180342,0.11155885259610487,0.7248928643353965,0.73071119670801
GSM4453610_P35,B cells,within_sample_positive_median,NRF2_redox_score,17,100,,8.786363193472626,2.5455619650686114,2.047198332379158,0.4983636326894536,0.09393170581567192,0.3757268232626877
GSM4453610_P35,B cells,within_sample_positive_median,Ribosome_translation_score,17,100,,8.786363193472626,8.65989898706929,8.66016272848634,-0.00026374141704899046,0.73071119670801,0.73071119670801
GSM4453610_P35,B cells,within_sample_positive_median,Apoptosis_DDR_score,17,100,,8.786363193472626,1.2703976154979275,0.848021477028726,0.4223761384692015,0.2200100294795716,0.4400200589591432
GSM4453610_P35,B cells,within_sample_positive_quartiles,UPR_ER_stress_score,9,9,8.281576307871381,9.622786847889286,3.1064965006552296,5.580338377485246,-2.4738418768300163,0.0026797144168214837,0.010718857667285935
GSM4453610_P35,B cells,within_sample_positive_quartiles,NRF2_redox_score,9,9,8.281576307871381,9.622786847889286,2.2904325646068546,3.4768477328053162,-1.1864151681984616,0.034069195144143936,0.06813839028828787
GSM4453610_P35,B cells,within_sample_positive_quartiles,Ribosome_translation_score,9,9,8.281576307871381,9.622786847889286,8.413993127421609,9.396938057735683,-0.9829449303140745,0.37722461666745344,0.37722461666745344
GSM4453610_P35,B cells,within_sample_positive_quartiles,Apoptosis_DDR_score,9,9,8.281576307871381,9.622786847889286,0.6798889917669159,1.628612858938195,-0.9487238671712791,0.1958143333334431,0.26108577777792413
GSM4453610_P35,B cells,detected_vs_undetected,UPR_ER_stress_score,33,84,0.0,0.0,4.38538573765431,3.691809292054067,0.6935764456002436,0.08705368172763632,0.11607157563684843
GSM4453610_P35,B cells,detected_vs_undetected,NRF2_redox_score,33,84,0.0,0.0,3.007506782106022,1.7707936051736124,1.2367131769324096,3.7295802746315313e-06,1.4918321098526125e-05
GSM4453610_P35,B cells,detected_vs_undetected,Ribosome_translation_score,33,84,0.0,0.0,8.969208006504727,8.53869870731138,0.4305092991933481,0.6087832087961129,0.6087832087961129
GSM4453610_P35,B cells,detected_vs_undetected,Apoptosis_DDR_score,33,84,0.0,0.0,1.3263119376817123,0.7456025383671532,0.5807093993145591,0.03629942641912939,0.07259885283825877
GSM4453610_P35,Plasma cells,within_sample_positive_median,UPR_ER_stress_score,39,151,,8.109854732147484,5.532750814872838,5.496434169879355,0.03631664499348286,0.9843643235487195,0.9843643235487195
GSM4453610_P35,Plasma cells,within_sample_positive_median,NRF2_redox_score,39,151,,8.109854732147484,3.559534663329779,2.776699785381404,0.7828348779483747,0.0023302707057159997,0.009321082822863999
GSM4453610_P35,Plasma cells,within_sample_positive_median,Ribosome_translation_score,39,151,,8.109854732147484,9.081702521986184,9.110681214489803,-0.028978692503619286,0.6241751407568745,0.832233521009166
GSM4453610_P35,Plasma cells,within_sample_positive_median,Apoptosis_DDR_score,39,151,,8.109854732147484,1.3680238399244204,1.008446354678508,0.3595774852459124,0.027298132099990647,0.054596264199981294
GSM4453610_P35,Plasma cells,within_sample_positive_quartiles,UPR_ER_stress_score,20,20,7.721070471843241,8.861647496700796,4.690925558868321,6.456360603781813,-1.7654350449134917,0.001782375537505441,0.003564751075010882
GSM4453610_P35,Plasma cells,within_sample_positive_quartiles,NRF2_redox_score,20,20,7.721070471843241,8.861647496700796,3.3875500608553764,4.554981667057193,-1.1674316062018169,0.0007578810699193656,0.0030315242796774625
GSM4453610_P35,Plasma cells,within_sample_positive_quartiles,Ribosome_translation_score,20,20,7.721070471843241,8.861647496700796,8.945956438410732,10.00787334052298,-1.061916902112248,0.03604832666418314,0.048064435552244184
GSM4453610_P35,Plasma cells,within_sample_positive_quartiles,Apoptosis_DDR_score,20,20,7.721070471843241,8.861647496700796,1.323803488497374,1.5144990254632846,-0.19069553696591068,0.9457783931806456,0.9457783931806456
GSM4453610_P35,Plasma cells,detected_vs_undetected,UPR_ER_stress_score,77,113,0.0,0.0,5.937618875006864,5.20833794740084,0.7292809276060241,0.009890083282120665,0.010281562504395533
GSM4453610_P35,Plasma cells,detected_vs_undetected,NRF2_redox_score,77,113,0.0,0.0,3.9462253600061072,2.2499483782476375,1.6962769817584697,3.941438756748276e-16,1.5765755026993103e-15
GSM4453610_P35,Plasma cells,detected_vs_undetected,Ribosome_translation_score,77,113,0.0,0.0,9.437766646678165,8.87779849514339,0.5599681515347754,0.010281562504395533,0.010281562504395533
GSM4453610_P35,Plasma cells,detected_vs_undetected,Apoptosis_DDR_score,77,113,0.0,0.0,1.3786858604274737,0.8802612217751475,0.4984246386523261,0.0018131688128395019,0.0036263376256790037
GSM4453610_P35,B-lineage combined,within_sample_positive_median,UPR_ER_stress_score,55,252,,8.447384875307854,4.692329156202132,4.930517649666032,-0.23818849346390003,0.3995065905551577,0.3995065905551577
GSM4453610_P35,B-lineage combined,within_sample_positive_median,NRF2_redox_score,55,252,,8.447384875307854,3.160615589753191,2.508984320119484,0.651631269633707,0.001595052513472291,0.006380210053889164
GSM4453610_P35,B-lineage combined,within_sample_positive_median,Ribosome_translation_score,55,252,,8.447384875307854,8.832951438769975,8.957624953340812,-0.12467351457083709,0.14350908331081882,0.1913454444144251
GSM4453610_P35,B-lineage combined,within_sample_positive_median,Apoptosis_DDR_score,55,252,,8.447384875307854,1.24833814611943,0.9657485652510948,0.2825895808683353,0.03195518175050587,0.06391036350101174
GSM4453610_P35,B-lineage combined,within_sample_positive_quartiles,UPR_ER_stress_score,28,28,7.93427091414737,9.069312273489935,4.008576270582859,6.339021530110695,-2.3304452595278358,1.1679880490273268e-05,2.3359760980546536e-05
GSM4453610_P35,B-lineage combined,within_sample_positive_quartiles,NRF2_redox_score,28,28,7.93427091414737,9.069312273489935,2.8065400606303936,4.443087786446808,-1.6365477258164147,7.786987555294009e-07,3.1147950221176035e-06
GSM4453610_P35,B-lineage combined,within_sample_positive_quartiles,Ribosome_translation_score,28,28,7.93427091414737,9.069312273489935,8.796290570200163,10.03663827157017,-1.2403477013700073,0.0012104740515622512,0.0016139654020830016
GSM4453610_P35,B-lineage combined,within_sample_positive_quartiles,Apoptosis_DDR_score,28,28,7.93427091414737,9.069312273489935,1.1626020561973118,1.4462957130596517,-0.2836936568623398,0.8552790213369126,0.8552790213369126
GSM4453610_P35,B-lineage combined,detected_vs_undetected,UPR_ER_stress_score,110,197,0.0,0.0,5.471948933801097,4.5616962872529765,0.9102526465481207,0.0001374177123259054,0.00018322361643454053
GSM4453610_P35,B-lineage combined,detected_vs_undetected,NRF2_redox_score,110,197,0.0,0.0,3.664609786636083,2.045638728815058,1.618971057821025,2.1582291020265133e-21,8.632916408106053e-21
GSM4453610_P35,B-lineage combined,detected_vs_undetected,Ribosome_translation_score,110,197,0.0,0.0,9.297199054626134,8.733207722666796,0.5639913319593379,0.013848782503862355,0.013848782503862355
GSM4453610_P35,B-lineage combined,detected_vs_undetected,Apoptosis_DDR_score,110,197,0.0,0.0,1.3629736836037447,0.8228433060072718,0.5401303775964729,0.00010580596592500168,0.00018322361643454053
GSM4453612_P37,B cells,within_sample_positive_median,UPR_ER_stress_score,4,88,,8.112230727730694,3.1538271538900644,2.6532534052395085,0.5005737486505559,0.8176142861785427,0.9910987073901613
GSM4453612_P37,B cells,within_sample_positive_median,NRF2_redox_score,4,88,,8.112230727730694,3.7793966376468666,2.688010242275826,1.0913863953710408,0.10558503763539005,0.2111700752707801
GSM4453612_P37,B cells,within_sample_positive_median,Ribosome_translation_score,4,88,,8.112230727730694,9.613781279540621,5.348957653127295,4.264823626413326,0.0067380044668650056,0.026952017867460022
GSM4453612_P37,B cells,within_sample_positive_median,Apoptosis_DDR_score,4,88,,8.112230727730694,0.6699629919065373,0.6423184081470261,0.027644583759511177,0.9910987073901613,0.9910987073901613
GSM4453612_P37,B cells,detected_vs_undetected,UPR_ER_stress_score,7,85,0.0,0.0,3.928805288246842,2.5717643677518716,1.3570409204949705,0.20103830422002145,0.26805107229336195
GSM4453612_P37,B cells,detected_vs_undetected,NRF2_redox_score,7,85,0.0,0.0,4.755193633468932,2.569130969842089,2.1860626636268425,0.0030671712549410752,0.0061343425098821505
GSM4453612_P37,B cells,detected_vs_undetected,Ribosome_translation_score,7,85,0.0,0.0,9.366984081127594,5.218758941476133,4.148225139651461,0.0005379258453778162,0.002151703381511265
GSM4453612_P37,B cells,detected_vs_undetected,Apoptosis_DDR_score,7,85,0.0,0.0,0.9361760263764626,0.6194192905874025,0.31675673578906005,0.4003859535044276,0.4003859535044276
GSM4453612_P37,Plasma cells,within_sample_positive_median,UPR_ER_stress_score,7,36,,7.906581741927966,6.230149531516649,4.530340973631554,1.6998085578850954,0.15555158475419992,0.23766622081801966
GSM4453612_P37,Plasma cells,within_sample_positive_median,NRF2_redox_score,7,36,,7.906581741927966,3.111011485976962,1.787095226110767,1.323916259866195,0.006638377867348003,0.026553511469392013
GSM4453612_P37,Plasma cells,within_sample_positive_median,Ribosome_translation_score,7,36,,7.906581741927966,7.206633693147737,6.231304989064844,0.9753287040828926,0.4285940026155568,0.4285940026155568
GSM4453612_P37,Plasma cells,within_sample_positive_median,Apoptosis_DDR_score,7,36,,7.906581741927966,1.2299822381496048,0.62435246185074,0.6056297762988648,0.17824966561351474,0.23766622081801966
GSM4453612_P37,Plasma cells,within_sample_positive_quartiles,UPR_ER_stress_score,4,4,7.028092837862755,8.743878438871722,6.911228828167476,6.554753867755398,0.35647496041207827,0.8857142857142857,1.0
GSM4453612_P37,Plasma cells,within_sample_positive_quartiles,NRF2_redox_score,4,4,7.028092837862755,8.743878438871722,2.8391157767217066,2.8611378927967817,-0.022022116075075093,0.6857142857142857,1.0
GSM4453612_P37,Plasma cells,within_sample_positive_quartiles,Ribosome_translation_score,4,4,7.028092837862755,8.743878438871722,7.247963482749288,8.426999977053622,-1.1790364943043343,0.6857142857142857,1.0
GSM4453612_P37,Plasma cells,within_sample_positive_quartiles,Apoptosis_DDR_score,4,4,7.028092837862755,8.743878438871722,1.206854332635622,1.1556031576919175,0.05125117494370457,1.0,1.0
GSM4453612_P37,Plasma cells,detected_vs_undetected,UPR_ER_stress_score,13,30,0.0,0.0,6.2257504643967305,4.192285524473165,2.033464939923565,0.022170652108301665,0.029560869477735553
GSM4453612_P37,Plasma cells,detected_vs_undetected,NRF2_redox_score,13,30,0.0,0.0,2.8182730711025976,1.6491652872497533,1.1691077838528443,0.0017236905961551443,0.006894762384620577
GSM4453612_P37,Plasma cells,detected_vs_undetected,Ribosome_translation_score,13,30,0.0,0.0,7.658342746263274,5.840498658564867,1.8178440876984068,0.043074332000644665,0.043074332000644665
GSM4453612_P37,Plasma cells,detected_vs_undetected,Apoptosis_DDR_score,13,30,0.0,0.0,1.4205830942175113,0.42063280229487415,0.9999502919226371,0.00480915391889492,0.00961830783778984
GSM4453612_P37,B-lineage combined,within_sample_positive_median,UPR_ER_stress_score,10,125,,8.005448655433481,5.210096250346277,3.205631740356213,2.004464509990064,0.04132586421463937,0.05510115228618583
GSM4453612_P37,B-lineage combined,within_sample_positive_median,NRF2_redox_score,10,125,,8.005448655433481,3.293342945880218,2.438732535631075,0.8546104102491432,0.029824203142106803,0.05510115228618583
GSM4453612_P37,B-lineage combined,within_sample_positive_median,Ribosome_translation_score,10,125,,8.005448655433481,8.48694880886175,5.592538607704925,2.894410201156826,0.0031437920596134447,0.012575168238453779
GSM4453612_P37,B-lineage combined,within_sample_positive_median,Apoptosis_DDR_score,10,125,,8.005448655433481,1.1461571652603768,0.6306309162050765,0.5155262490553003,0.13421668718248278,0.13421668718248278
GSM4453612_P37,B-lineage combined,within_sample_positive_quartiles,UPR_ER_stress_score,5,5,7.35781289441636,8.76025245036516,4.021706265550822,6.333073885654952,-2.3113676201041295,0.30952380952380953,1.0
GSM4453612_P37,B-lineage combined,within_sample_positive_quartiles,NRF2_redox_score,5,5,7.35781289441636,8.76025245036516,3.076203779739017,3.92648733332424,-0.8502835535852231,0.8412698412698413,1.0
GSM4453612_P37,B-lineage combined,within_sample_positive_quartiles,Ribosome_translation_score,5,5,7.35781289441636,8.76025245036516,8.375400162361721,8.464865836609622,-0.08946567424790075,0.5476190476190477,1.0
GSM4453612_P37,B-lineage combined,within_sample_positive_quartiles,Apoptosis_DDR_score,5,5,7.35781289441636,8.76025245036516,1.231046168709371,1.3985054972795556,-0.16745932857018464,1.0,1.0
GSM4453612_P37,B-lineage combined,detected_vs_undetected,UPR_ER_stress_score,20,115,0.0,0.0,5.42181965274427,2.9945090173313393,2.427310635412931,0.00036622800183652276,0.0007324560036730455
GSM4453612_P37,B-lineage combined,detected_vs_undetected,NRF2_redox_score,20,115,0.0,0.0,3.496195267930814,2.3291399222093063,1.1670553457215078,0.002232205828952998,0.0029762744386039974
GSM4453612_P37,B-lineage combined,detected_vs_undetected,Ribosome_translation_score,20,115,0.0,0.0,8.256367213465785,5.380951911151456,2.8754153023143285,8.489835814692335e-05,0.0003395934325876934
GSM4453612_P37,B-lineage combined,detected_vs_undetected,Apoptosis_DDR_score,20,115,0.0,0.0,1.2510406204731443,0.5675619458154385,0.6834786746577058,0.007142450116604291,0.007142450116604291
GSM4453613_P38,B cells,within_sample_positive_median,UPR_ER_stress_score,5,51,,8.694825955369701,3.582447742690898,3.5835549402677036,-0.001107197576805774,0.9541581121550344,0.9541581121550344
GSM4453613_P38,B cells,within_sample_positive_median,NRF2_redox_score,5,51,,8.694825955369701,3.19442860166447,2.2411373568453574,0.9532912448191126,0.24425840418721323,0.48851680837442646
GSM4453613_P38,B cells,within_sample_positive_median,Ribosome_translation_score,5,51,,8.694825955369701,6.610176120362816,7.901157235445014,-1.2909811150821984,0.13864332732257262,0.48851680837442646
GSM4453613_P38,B cells,within_sample_positive_median,Apoptosis_DDR_score,5,51,,8.694825955369701,0.907332289194408,0.780562560244373,0.12676972895003502,0.48340378367593495,0.6445383782345799
GSM4453613_P38,B cells,detected_vs_undetected,UPR_ER_stress_score,10,46,0.0,0.0,4.773088806013772,3.3248402740645577,1.448248531949214,0.021417216764539258,0.042834433529078515
GSM4453613_P38,B cells,detected_vs_undetected,NRF2_redox_score,10,46,0.0,0.0,3.678759419407284,2.0322294350731034,1.6465299843341805,0.009012789898738108,0.036051159594952434
GSM4453613_P38,B cells,detected_vs_undetected,Ribosome_translation_score,10,46,0.0,0.0,7.552101976148658,7.836714779304852,-0.2846128031561941,0.5853926623056043,0.5853926623056043
GSM4453613_P38,B cells,detected_vs_undetected,Apoptosis_DDR_score,10,46,0.0,0.0,1.3975606613261622,0.6602118566342052,0.737348804691957,0.06780187206945328,0.09040249609260437
GSM4453613_P38,Plasma cells,within_sample_positive_median,UPR_ER_stress_score,10,25,,8.432795415755914,5.596100120950818,6.065852762710017,-0.4697526417591993,0.4541259686860524,0.4541259686860524
GSM4453613_P38,Plasma cells,within_sample_positive_median,NRF2_redox_score,10,25,,8.432795415755914,3.758676444471162,2.881993618519969,0.876682825951193,0.17087355769816337,0.4541259686860524
GSM4453613_P38,Plasma cells,within_sample_positive_median,Ribosome_translation_score,10,25,,8.432795415755914,9.160359495495694,8.42759396059136,0.7327655349043347,0.23533326650958586,0.4541259686860524
GSM4453613_P38,Plasma cells,within_sample_positive_median,Apoptosis_DDR_score,10,25,,8.432795415755914,1.2474811728808954,1.7774553312621526,-0.5299741583812572,0.361196401143286,0.4541259686860524
GSM4453613_P38,Plasma cells,within_sample_positive_quartiles,UPR_ER_stress_score,5,5,7.821036733552752,9.133539387982127,5.095086935510133,7.02214223111236,-1.9270552956022273,0.031746031746031744,0.12698412698412698
GSM4453613_P38,Plasma cells,within_sample_positive_quartiles,NRF2_redox_score,5,5,7.821036733552752,9.133539387982127,3.7854799809848885,4.460585068056342,-0.6751050870714534,0.5476190476190477,0.5476190476190477
GSM4453613_P38,Plasma cells,within_sample_positive_quartiles,Ribosome_translation_score,5,5,7.821036733552752,9.133539387982127,9.5944126749603,9.002735110341069,0.5916775646192303,0.30952380952380953,0.41269841269841273
GSM4453613_P38,Plasma cells,within_sample_positive_quartiles,Apoptosis_DDR_score,5,5,7.821036733552752,9.133539387982127,1.7628919783018624,2.7666556204640007,-1.0037636421621383,0.30952380952380953,0.41269841269841273
GSM4453613_P38,Plasma cells,detected_vs_undetected,UPR_ER_stress_score,20,15,0.0,0.0,6.333291405684496,5.396099477571245,0.9371919281132506,0.0745320583716847,0.1490641167433694
GSM4453613_P38,Plasma cells,detected_vs_undetected,NRF2_redox_score,20,15,0.0,0.0,3.8440974862284074,2.18364367887618,1.6604538073522273,0.003932386097421589,0.015729544389686358
GSM4453613_P38,Plasma cells,detected_vs_undetected,Ribosome_translation_score,20,15,0.0,0.0,8.796246887469907,8.424567081356185,0.37167980611372187,0.3593173383295707,0.47908978443942757
GSM4453613_P38,Plasma cells,detected_vs_undetected,Apoptosis_DDR_score,20,15,0.0,0.0,1.7389355413963,1.4754989454957843,0.2634365959005156,0.5745536602902057,0.5745536602902057
GSM4453613_P38,B-lineage combined,within_sample_positive_median,UPR_ER_stress_score,15,76,,8.44351427649328,4.868747612898926,4.411179562511609,0.4575680503873176,0.3276721236016418,0.6553442472032835
GSM4453613_P38,B-lineage combined,within_sample_positive_median,NRF2_redox_score,15,76,,8.44351427649328,3.6222296970054586,2.441754048158745,1.1804756488467136,0.019667023273829607,0.07866809309531843
GSM4453613_P38,B-lineage combined,within_sample_positive_median,Ribosome_translation_score,15,76,,8.44351427649328,8.129641166824308,8.109983237853765,0.019657928970543637,1.0,1.0
GSM4453613_P38,B-lineage combined,within_sample_positive_median,Apoptosis_DDR_score,15,76,,8.44351427649328,1.256952093054525,1.0842403372760518,0.1727117557784732,0.5284725973851501,0.7046301298468668
GSM4453613_P38,B-lineage combined,within_sample_positive_quartiles,UPR_ER_stress_score,8,8,7.607407003757113,9.27573089762273,4.102292809132534,6.524720535641853,-2.4224277265093193,0.0003108003108003108,0.0012432012432012432
GSM4453613_P38,B-lineage combined,within_sample_positive_quartiles,NRF2_redox_score,8,8,7.607407003757113,9.27573089762273,3.379500215612937,4.3724185560166156,-0.9929183404036785,0.4418026418026417,0.5737373737373737
GSM4453613_P38,B-lineage combined,within_sample_positive_quartiles,Ribosome_translation_score,8,8,7.607407003757113,9.27573089762273,7.8812230639989345,9.011677728996577,-1.130454664997643,0.5737373737373737,0.5737373737373737
GSM4453613_P38,B-lineage combined,within_sample_positive_quartiles,Apoptosis_DDR_score,8,8,7.607407003757113,9.27573089762273,1.4882146092449349,2.1959956270789727,-0.7077810178340378,0.3706183398171955,0.5737373737373737
GSM4453613_P38,B-lineage combined,detected_vs_undetected,UPR_ER_stress_score,30,61,0.0,0.0,5.813223872460921,3.8341663077137422,1.9790575647471789,7.797830941850683e-06,2.62745483299961e-05
GSM4453613_P38,B-lineage combined,detected_vs_undetected,NRF2_redox_score,30,61,0.0,0.0,3.788984797288033,2.0694624458443514,1.7195223514436817,1.313727416499805e-05,2.62745483299961e-05
GSM4453613_P38,B-lineage combined,detected_vs_undetected,Ribosome_translation_score,30,61,0.0,0.0,8.381531917029491,7.981268624071574,0.4002632929579173,0.3914924493435058,0.3914924493435058
GSM4453613_P38,B-lineage combined,detected_vs_undetected,Apoptosis_DDR_score,30,61,0.0,0.0,1.625143914706254,0.8606922883214788,0.7644516263847753,0.007356151667213925,0.0098082022229519
GSM4453614_P39,B cells,within_sample_positive_median,UPR_ER_stress_score,14,82,,8.684220698563696,3.962526930034805,4.462846205828143,-0.5003192757933377,0.2305315815826009,0.4610631631652018
GSM4453614_P39,B cells,within_sample_positive_median,NRF2_redox_score,14,82,,8.684220698563696,3.103622761360889,2.595923127896322,0.5076996334645671,0.18899617932730417,0.4610631631652018
GSM4453614_P39,B cells,within_sample_positive_median,Ribosome_translation_score,14,82,,8.684220698563696,9.209724115829511,9.294375871791603,-0.08465175596209207,0.6970670484628394,0.9294227312837858
GSM4453614_P39,B cells,within_sample_positive_median,Apoptosis_DDR_score,14,82,,8.684220698563696,0.9630685614230793,1.1007100693987855,-0.13764150797570618,0.978439287888504,0.978439287888504
GSM4453614_P39,B cells,within_sample_positive_quartiles,UPR_ER_stress_score,7,7,7.98975762661853,8.964967131525157,3.2686551620196425,5.705338015515944,-2.436682853496302,0.006993006993006993,0.013986013986013986
GSM4453614_P39,B cells,within_sample_positive_quartiles,NRF2_redox_score,7,7,7.98975762661853,8.964967131525157,3.128763203134098,5.08168626077147,-1.9529230576373715,0.004079254079254079,0.013986013986013986
GSM4453614_P39,B cells,within_sample_positive_quartiles,Ribosome_translation_score,7,7,7.98975762661853,8.964967131525157,9.295948194978138,10.325327903687917,-1.0293797087097794,0.20862470862470864,0.20862470862470864
GSM4453614_P39,B cells,within_sample_positive_quartiles,Apoptosis_DDR_score,7,7,7.98975762661853,8.964967131525157,0.6474542466914172,1.9145696352006816,-1.2671153885092643,0.0365392982839635,0.048719064378618004
GSM4453614_P39,B cells,detected_vs_undetected,UPR_ER_stress_score,28,68,0.0,0.0,4.458761973364871,4.3615210388849786,0.0972409344798928,0.8751005340175358,0.8751005340175358
GSM4453614_P39,B cells,detected_vs_undetected,NRF2_redox_score,28,68,0.0,0.0,3.7121345258759355,2.2408330650297743,1.4713014608461612,4.131141823764615e-05,0.0001652456729505846
GSM4453614_P39,B cells,detected_vs_undetected,Ribosome_translation_score,28,68,0.0,0.0,9.53601102936317,9.17745073950523,0.3585602898579392,0.3951022007244306,0.5268029342992407
GSM4453614_P39,B cells,detected_vs_undetected,Apoptosis_DDR_score,28,68,0.0,0.0,1.248444756335126,1.0115401819594114,0.23690457437571455,0.27332912748771176,0.5268029342992407
GSM4453614_P39,Plasma cells,within_sample_positive_median,UPR_ER_stress_score,112,504,,7.713252271981737,6.089316433075235,6.141888247491555,-0.05257181441631964,0.49760932517545087,0.49760932517545087
GSM4453614_P39,Plasma cells,within_sample_positive_median,NRF2_redox_score,112,504,,7.713252271981737,3.4955392240008547,3.0346633109096914,0.46087591309116327,0.015194743158088572,0.030389486316177144
GSM4453614_P39,Plasma cells,within_sample_positive_median,Ribosome_translation_score,112,504,,7.713252271981737,9.2836967648181,9.173387432319753,0.11030933249834618,0.04618707245815364,0.06158276327753819
GSM4453614_P39,Plasma cells,within_sample_positive_median,Apoptosis_DDR_score,112,504,,7.713252271981737,1.3321828578867039,1.8752842568796748,-0.5431013989929709,0.001197121582140632,0.004788486328562528
GSM4453614_P39,Plasma cells,within_sample_positive_quartiles,UPR_ER_stress_score,56,56,7.031734115198394,8.466119933265794,5.987857103992162,6.911124324752584,-0.9232672207604216,0.0015629407144375058,0.0015629407144375058
